Key,QL00,QL15,QL35,Age
1,0.060711104140327474,0.06052943890862514,0.060289102346548704,50
2,0.05163119676553368,0.05148330270658209,0.051287584166358854,50
3,0.061054866951620525,0.060864200716271875,0.06061204914538766,50
4,0.05616782860381156,0.05600354887819375,0.055786302420713786,50
5,0.0528877686692603,0.05271631467077336,0.0524896384763418,50
6,0.061320312144776505,0.061126646414163384,0.060870618943727084,50
7,0.060952472474610414,0.06074002918782579,0.0604594406003359,50
8,0.06421617893120386,0.06400578676933748,0.06372763599449079,50
9,0.05484161001028613,0.05465806023348688,0.05441538209008632,50
10,0.06784801961775687,0.06762783882855346,0.06733687230665229,50
11,0.06348101913001016,0.06326408903499897,0.06297743583098178,50
12,0.05970812124126261,0.059529469380918194,0.05929315371574463,50
13,0.05534674021151046,0.05515692021858636,0.05490603369935973,50
14,0.06662809608567022,0.06641128636139852,0.06612468082929028,50
15,0.05267946993480763,0.0525249077212919,0.052320410093211346,50
16,0.05702541496927869,0.0568342843583964,0.05658163198654507,50
17,0.06007427145058642,0.05987758809808937,0.05961759788069732,50
18,0.05182723014947419,0.05167393741380172,0.05147116209950873,50
19,0.057927003688321675,0.05773653400225754,0.05748486721100708,50
20,0.061189024277816834,0.061000926071125915,0.0607522052278628,50
21,0.0639815953414821,0.0637676952763184,0.06348486920444767,50
22,0.06256416398642436,0.062334573608184805,0.062031316070279126,50
23,0.05995519099844906,0.059779349394209993,0.05954672522184127,50
24,0.058970165690678804,0.05878889693455684,0.05854916369182102,50
25,0.06475344997907943,0.0645097033404661,0.06418782324756012,50
26,0.06298705048634236,0.06280125602571922,0.06255550433569028,50
27,0.06103595322242433,0.060837457542771305,0.060575029821499066,50
28,0.06118280219605094,0.06097967702190225,0.060711227584468154,50
29,0.05353327145018109,0.05335446485748883,0.05311810900050254,50
30,0.05598371141393979,0.055808600151557766,0.055577169420879126,50
31,0.06550192172827674,0.06527694753583259,0.0649796608208206,50
32,0.05751568240753422,0.05732072743720319,0.05706312587901332,50
33,0.055283676615944556,0.05507898366719766,0.0548086027397605,50
34,0.05503385003929362,0.054862454820838805,0.05463574709273036,50
35,0.044961997193910024,0.044835290611717135,0.044667633966689435,50
36,0.06004357519316908,0.05985112225207491,0.05959673146582137,50
37,0.04173194479775601,0.04161175295419302,0.041452702535166315,50
38,0.051883922535627174,0.05172674556557914,0.05151888537690288,50
39,0.05611853782312645,0.055930685266925746,0.055682345446804435,50
40,0.058219307543690126,0.05805143963051389,0.05782943967414799,50
41,0.05432904169491311,0.05417761739065342,0.05397728651284215,50
42,0.050727397272058466,0.05058840082761254,0.05040454012081263,50
43,0.060210702763323916,0.06000975137922988,0.0597440961104771,50
44,0.05954215594064942,0.059364850086190114,0.05913038942278424,50
45,0.058345730308143065,0.05815160262509374,0.05789517903085451,50
46,0.06502736481448627,0.06479959043299241,0.06449864073661137,50
47,0.04450358398805282,0.044373405283078204,0.04420117018947982,50
48,0.06413907530629466,0.06391790273743991,0.06362566197728273,50
49,0.05151666071314729,0.05135308441176099,0.051136717882237864,50
50,0.06365500298133182,0.06345612865374925,0.06319315754577441,50
51,0.049869582398953,0.049737038712338345,0.049561623806689756,50
52,0.05558649313804025,0.05540461243515177,0.05516413252096863,50
53,0.06308422949893111,0.06288419807857108,0.06261970516445764,50
54,0.06323304225076809,0.06302176335303353,0.06274247689410652,50
55,0.06616774852842543,0.06593441954152525,0.06562619926174207,50
56,0.06545000671972816,0.0652337751221262,0.06494797992275603,50
57,0.05955124316309367,0.059341342434616605,0.05906392209109357,50
58,0.05715494298767477,0.05698326791648251,0.056756206940720054,50
59,0.06933723062224477,0.06910705543462281,0.06880296542224822,50
60,0.061169850768718184,0.060988616827940635,0.060748833354082724,50
61,0.05589769808030054,0.05574908210824534,0.05555233046954471,50
62,0.05561129339933099,0.055438441751061295,0.055209921314751054,50
63,0.05297919862297924,0.05279248521147859,0.05254562645103686,50
64,0.059538018317169296,0.059348093867437675,0.05909712463172524,50
65,0.05596325416345496,0.05578771549471757,0.055555602769622105,50
66,0.05697573910527025,0.05679074220096153,0.05654617296436136,50
67,0.05253101299631609,0.0523675974956232,0.05215152908558903,50
68,0.05770727737741025,0.0575228551132152,0.057279064057379904,50
69,0.04649062424223564,0.04633995074971926,0.04614075836136664,50
70,0.05904109884367319,0.05886439530888331,0.058630686960228474,50
71,0.06197801086676786,0.061781149196508255,0.06152086423086254,50
72,0.05141369239221043,0.05124514219015741,0.05102219233882969,50
73,0.05303825768651846,0.05289024006732967,0.052694343171425295,50
74,0.062254165077190275,0.06205642407924427,0.061795090943815224,50
75,0.06499747177889097,0.06477844608301593,0.06448901797964864,50
76,0.04760207535611962,0.047435867229462386,0.04721613759091095,50
77,0.06010987181186104,0.05993147960977355,0.05969551824107032,50
78,0.05943154425204875,0.05925915799782645,0.05903113681639081,50
79,0.046047552136863366,0.04588858463830221,0.04567846239613498,50
80,0.05285344224583315,0.05269096622503556,0.05247607454776466,50
81,0.047225527270556726,0.04706979081143204,0.04686390562344697,50
82,0.059091640703409797,0.058911812854440804,0.05867404626968224,50
83,0.05585551262978289,0.05566860838699432,0.05542155207562308,50
84,0.05458985477714122,0.054409530506683054,0.05417107730935126,50
85,0.05422569475312227,0.05407103240667393,0.053866543534715684,50
86,0.049909406639685225,0.04975288461876699,0.049545893486732516,50
87,0.05579088361561923,0.055633883944783885,0.0554261722583387,50
88,0.05105100899636058,0.05087927687607867,0.05065226154771748,50
89,0.054953614144636974,0.054764483886675416,0.054514499100439144,50
90,0.05023151002090729,0.05008434694537219,0.049889622447165966,50
91,0.05794008689872338,0.05776677213238523,0.05753753565223772,50
92,0.0407415252860928,0.040620796807728246,0.04046097763608441,50
93,0.06173528726391149,0.06156113793765186,0.061330769099624594,50
94,0.04645332462077326,0.046315999215567845,0.04613429574117076,50
95,0.062251693696982004,0.06204941030858485,0.061782036743257274,50
96,0.06601767496389824,0.06580434181672022,0.06552237714924593,50
97,0.051663967872205084,0.05149516142429813,0.051271893725585084,50
98,0.05512870006865671,0.05495022280240503,0.054714250712470325,50
99,0.059925681971114246,0.05970682273136995,0.05941758018955912,50
100,0.04399857944496651,0.04386725955777124,0.04369358923214111,50
101,0.045357193430949065,0.04522330324933166,0.04504616794225365,50
102,0.058790156055766825,0.058608144175472505,0.05836733858379756,50
103,0.06471647986037332,0.06450567495199075,0.06422704458732596,50
104,0.057322355627616554,0.05713951137001039,0.056897825690085474,50
105,0.06223633871951024,0.06203032215977715,0.06175789054303598,50
106,0.060220314918242986,0.06003808071926875,0.05979716631111103,50
107,0.0600506849962964,0.05986222573979712,0.0596130269120547,50
108,0.06786229037460034,0.06763964602388634,0.06734528916211091,50
109,0.05440483720262078,0.05419334318272525,0.053914061956386844,50
110,0.04993523149701068,0.04977650257558762,0.049566562326702285,50
