Scenario,Age0,Arm,Index,M,L,U
Vac_60,60,Vac,N0,1,1,1
Vac_60,60,Vac,AvtHZ,0.3620368199703149,0.23544163382484898,0.7170731410073182
Vac_60,60,Vac,AvtDeath,0.21645206183676152,0.0560422990893887,0.9009483310764759
Vac_60,60,Vac,dQ_HZ_d,0.005495323115952768,0.0037152039726853366,0.009751180761325315
Vac_60,60,Vac,dQ_Life_d,5.153943819902196e-5,2.367707757189308e-5,1.61270271915237e-4
Vac_60,60,Vac,dQ_All_d,0.00554609463342004,0.0037418525701452317,0.009906122158944753
Vac_60,60,Vac,dC_Vac_d,170,170,170
Vac_60,60,Vac,dC_VacRZV_d,170,170,170
Vac_60,60,Vac,dC_Med_d,-8.148055875868645,-17.166001849972805,-5.2633966805923755
Vac_60,60,Vac,dC_All_d,185.6290875762919,176.71229120086207,188.8060773132465
Vac_60,60,Vac,dN_VacRZV_d,2,2,2
Vac_60,60,Vac,Thres20,59.42553774030181,40.123832502908506,107.70712466090991
Vac_60,60,Vac,Thres30,87.14856340009885,58.775381707797905,157.2950978280886
Vac_60,60,Vac,ICER,33489.51075940698,17901.91529584066,50141.60022849683
Vac_60,60,Vac1,N0,1,1,1
Vac_60,60,Vac1,AvtHZ,0.27219203923107455,0.1757001857930711,0.5881120339091003
Vac_60,60,Vac1,AvtDeath,0.1415681287011893,0.0367998041000495,0.8015707227921793
Vac_60,60,Vac1,dQ_HZ_d,0.00420505702426859,0.002797447231056756,0.008040971816052168
Vac_60,60,Vac1,dQ_Life_d,3.626339970175252e-5,1.6672221426938802e-5,1.2999239748343603e-4
Vac_60,60,Vac1,dQ_All_d,0.004235566208008024,0.0028200321306962373,0.008163493227311356
Vac_60,60,Vac1,dC_Vac_d,85,85,85
Vac_60,60,Vac1,dC_VacRZV_d,85,85,85
Vac_60,60,Vac1,dC_Med_d,-6.133009049789653,-14.10287269031307,-3.914527883604743
Vac_60,60,Vac1,dC_All_d,102.61762997655812,94.7533778209277,105.23942899955523
Vac_60,60,Vac1,dN_VacRZV_d,1,1,1
Vac_60,60,Vac1,Thres20,90.85020214526159,60.64400935991052,177.12852364290325
Vac_60,60,Vac1,Thres30,133.13680480091554,88.88413882608796,258.7634559160168
Vac_60,60,Vac1,ICER,24265.711437459566,11688.283141978898,37345.32709274545
Vac_61,61,Vac,N0,1,1,1
Vac_61,61,Vac,AvtHZ,0.37425994327019907,0.24622690339591619,0.7180471099613274
Vac_61,61,Vac,AvtDeath,0.23645989325440595,0.06542654629879709,0.9068746143012782
Vac_61,61,Vac,dQ_HZ_d,0.005669385930955777,0.0038491676032460288,0.009789508070364486
Vac_61,61,Vac,dQ_Life_d,5.672169690029705e-5,2.7090678948527015e-5,1.667658863438337e-4
Vac_61,61,Vac,dQ_All_d,0.00572906290027575,0.003887287497502401,0.009958635163230811
Vac_61,61,Vac,dC_Vac_d,170,170,170
Vac_61,61,Vac,dC_VacRZV_d,170,170,170
Vac_61,61,Vac,dC_Med_d,-8.497033136130554,-17.420396326715718,-5.517974187229342
Vac_61,61,Vac,dC_All_d,185.55080232536602,176.6641848082604,188.82051683945144
Vac_61,61,Vac,dN_VacRZV_d,2,2,2
Vac_61,61,Vac,Thres20,61.49293565659208,41.74354908959328,108.41927152180075
Vac_61,61,Vac,Thres30,90.11833127781802,61.17998657710529,158.46909349596874
Vac_61,61,Vac,ICER,32418.749826702788,17723.0309834277,48630.76232284393
Vac_61,61,Vac1,N0,1,1,1
Vac_61,61,Vac1,AvtHZ,0.2825381742107741,0.18306530808195176,0.5892983962645683
Vac_61,61,Vac1,AvtDeath,0.15499757674879827,0.0432288759653052,0.8111518537486249
Vac_61,61,Vac1,dQ_HZ_d,0.004342278317959118,0.0029061803534723416,0.00815211143039056
Vac_61,61,Vac1,dQ_Life_d,4.019573620617223e-5,1.9041646418704872e-5,1.3510777818797058e-4
Vac_61,61,Vac1,dQ_All_d,0.0043806496306828535,0.0029247522705537765,0.008281202680784805
Vac_61,61,Vac1,dC_Vac_d,85,85,85
Vac_61,61,Vac1,dC_VacRZV_d,85,85,85
Vac_61,61,Vac1,dC_Med_d,-6.3982798432700765,-14.249431643009771,-4.085027077962542
Vac_61,61,Vac1,dC_All_d,102.62660532117799,94.8367706663504,105.33994502731612
Vac_61,61,Vac1,dN_VacRZV_d,1,1,1
Vac_61,61,Vac1,Thres20,93.79805693426307,62.91928651699025,179.05385165240662
Vac_61,61,Vac1,Thres30,137.59955320015172,92.28476783731726,261.8687887139016
Vac_61,61,Vac1,ICER,23502.520953843406,11565.140545866432,35874.80531889857
Vac_62,62,Vac,N0,1,1,1
Vac_62,62,Vac,AvtHZ,0.3864825388839309,0.2563133994282815,0.718968756473173
Vac_62,62,Vac,AvtDeath,0.25632589221825797,0.07608514972532442,0.9113356076404227
Vac_62,62,Vac,dQ_HZ_d,0.005826009512937935,0.0039790484776094,0.009830605207100272
Vac_62,62,Vac,dQ_Life_d,6.269974129846645e-5,3.081737177144106e-5,1.731561974562812e-4
Vac_62,62,Vac,dQ_All_d,0.005887147604448195,0.004021195697145386,0.010004093235556998
Vac_62,62,Vac,dC_Vac_d,170,170,170
Vac_62,62,Vac,dC_VacRZV_d,170,170,170
Vac_62,62,Vac,dC_Med_d,-8.855535003742048,-17.685726563811674,-5.805180672161816
Vac_62,62,Vac,dC_All_d,185.45788786255412,176.7211522559718,188.81503537024537
Vac_62,62,Vac,dN_VacRZV_d,2,2,2
Vac_62,62,Vac,Thres20,63.30721401009728,43.0761382772409,108.68154292192006
Vac_62,62,Vac,Thres30,92.81076706682097,63.18124087788811,158.97696674047137
Vac_62,62,Vac,ICER,31529.71856195791,17651.818397433526,46855.72520477135
Vac_62,62,Vac1,N0,1,1,1
Vac_62,62,Vac1,AvtHZ,0.2935105586028188,0.19228794599830085,0.5903814700695352
Vac_62,62,Vac1,AvtDeath,0.1695589880937591,0.050327854281248356,0.815702981410328
Vac_62,62,Vac1,dQ_HZ_d,0.004488224165275247,0.003018892777030425,0.008223383690622744
Vac_62,62,Vac1,dQ_Life_d,4.442109966529273e-5,2.1739753669525185e-5,1.4034267057705385e-4
Vac_62,62,Vac1,dQ_All_d,0.0045297860364756914,0.003041353602351204,0.008356038139893317
Vac_62,62,Vac1,dC_Vac_d,85,85,85
Vac_62,62,Vac1,dC_VacRZV_d,85,85,85
Vac_62,62,Vac1,dC_Med_d,-6.683311274550896,-14.470658481536686,-4.30018603692997
Vac_62,62,Vac1,dC_All_d,102.6184549462602,94.92531997049426,105.42458423742966
Vac_62,62,Vac1,dN_VacRZV_d,1,1,1
Vac_62,62,Vac1,Thres20,97.10984460750196,65.29146414300214,181.7567147388751
Vac_62,62,Vac1,Thres30,142.46651715938026,95.62015525882728,265.404813339046
Vac_62,62,Vac1,ICER,22723.04632531711,11440.660486377828,34548.707432944386
Vac_63,63,Vac,N0,1,1,1
Vac_63,63,Vac,AvtHZ,0.40089116768108113,0.2669761668673348,0.7198196000107997
Vac_63,63,Vac,AvtDeath,0.27783164807445115,0.08883694768364347,0.9128716951462046
Vac_63,63,Vac,dQ_HZ_d,0.00596958248811629,0.004122905680182821,0.00989705197105372
Vac_63,63,Vac,dQ_Life_d,6.914560895499022e-5,3.499187329913944e-5,1.792266924383057e-4
Vac_63,63,Vac,dQ_All_d,0.006041913683656475,0.004170565845280106,0.010059348833342873
Vac_63,63,Vac,dC_Vac_d,170,170,170
Vac_63,63,Vac,dC_VacRZV_d,170,170,170
Vac_63,63,Vac,dC_Med_d,-9.255944496724531,-17.96388482414158,-6.100232083484408
Vac_63,63,Vac,dC_All_d,185.35120631542867,176.76747304249648,188.78859860603893
Vac_63,63,Vac,dN_VacRZV_d,2,2,2
Vac_63,63,Vac,Thres20,65.13597091687839,44.76481223337128,109.2337462530629
Vac_63,63,Vac,Thres30,95.39384007056154,65.577266136655,159.39572824708853
Vac_63,63,Vac,ICER,30690.59702086635,17635.004196315087,45187.562714108
Vac_63,63,Vac1,N0,1,1,1
Vac_63,63,Vac1,AvtHZ,0.30472456884648147,0.2014412189104696,0.5933251534824147
Vac_63,63,Vac1,AvtDeath,0.18575492192238213,0.05915619708776258,0.8182777491570432
Vac_63,63,Vac1,dQ_HZ_d,0.004624607476272989,0.0031301556615998976,0.00824389430661528
Vac_63,63,Vac1,dQ_Life_d,4.929123735397667e-5,2.46809525943803e-5,1.4563241277891766e-4
Vac_63,63,Vac1,dQ_All_d,0.004672180151975347,0.0031545565369516027,0.008391485072961035
Vac_63,63,Vac1,dC_Vac_d,85,85,85
Vac_63,63,Vac1,dC_VacRZV_d,85,85,85
Vac_63,63,Vac1,dC_Med_d,-6.9846152969818345,-14.779632598166144,-4.492193308068446
Vac_63,63,Vac1,dC_All_d,102.5884411125626,94.98469246378286,105.50806781727806
Vac_63,63,Vac1,dN_VacRZV_d,1,1,1
Vac_63,63,Vac1,Thres20,100.33754706731042,67.91746112050772,182.23700643404027
Vac_63,63,Vac1,Thres30,147.22921887503026,99.42997783802338,266.4675163543305
Vac_63,63,Vac1,ICER,21983.569721539345,11404.233056566512,33270.96060618643
Vac_64,64,Vac,N0,1,1,1
Vac_64,64,Vac,AvtHZ,0.414697051717448,0.27865174980965857,0.7219275526512087
Vac_64,64,Vac,AvtDeath,0.30149418177403553,0.10228447337637048,0.9142952180351355
Vac_64,64,Vac,dQ_HZ_d,0.006126709611568899,0.004257428771597091,0.009998517006299721
Vac_64,64,Vac,dQ_Life_d,7.590785800726252e-5,3.971814603058732e-5,1.852514775590563e-4
Vac_64,64,Vac,dQ_All_d,0.006201743927766401,0.004300215620833381,0.010159507828208002
Vac_64,64,Vac,dC_Vac_d,170,170,170
Vac_64,64,Vac,dC_VacRZV_d,170,170,170
