Scenario,Age0,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
Vac_46,46,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_47,47,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_48,48,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_49,49,Vac,2024,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,NA
Vac_50,50,Vac,2024,6615.865141959711,-1258.6365783768538,2022.4058050967146,5303.4481885702835,8584.490572043851,20000,6651.2987536156925,-1238.739313165403,2051.3908115074664,5321.500356171524,8629.0628247864,20000,1523.8676027652484,-2978.5603330393146,-1029.5922357263698,797.8437917590699,2615.015012006789,19999.999999999996,12213.35426498379,571.2895775386594,5388.530718830052,10212.893620041696,15216.399154576084,20000.000000000004
Vac_51,51,Vac,2024,6377.35065661785,-1323.3021121663517,1885.303208160399,5093.90852848715,8302.5138488139,20000,6397.666613570835,-1304.9364141220633,1910.0262241786818,5121.86583787423,8341.59894479756,20000,1515.39867889866,-2979.606070466414,-1019.197963636285,807.4034340842246,2581.6937587519665,19999.999999999996,11630.048333273608,358.7106705482603,5044.841401550272,9759.899303556365,14527.153985087323,20000.000000000004
Vac_52,52,Vac,2024,6148.218820485198,-1384.2635999530407,1754.2707418962254,4892.805083745491,8031.339425594758,20000,6162.111163827867,-1353.8008956357826,1787.27579372409,4894.685107963347,8061.20089168737,20000,1493.5769258313903,-3008.5930594605557,-1066.0379969546248,780.8734473292685,2570.8057346683318,19999.999999999996,11124.208165417762,245.88510467701548,4837.2355981809405,9337.494918159155,13913.418250953166,20000.000000000004
Vac_53,53,Vac,2024,5933.859830642939,-1437.9241986965435,1633.6524801949079,4705.229159086359,7776.80583797781,20000,5956.951636359625,-1413.4459251446751,1665.44808035684,4713.840955461908,7808.1500985325165,20000,1469.8481830450246,-3020.784424213015,-1054.2254259193733,767.8273149543958,2542.167000621054,19999.999999999996,10671.957766563493,166.0299340406911,4521.184924589492,8916.603110264921,13347.104875795669,20000.000000000004
Vac_54,54,Vac,2024,5735.050068205702,-1487.1282982383595,1522.1126877799993,4531.353673798359,7540.5946598167175,20000,5793.210394142444,-1478.1862755737047,1541.94755369718,4571.0922260874995,7566.307633725331,20000,1485.8195468438903,-3025.7068842425815,-1071.4487369266058,752.1774743627251,2579.1466764695806,19999.999999999996,10380.97642437236,59.20289817174219,4251.519105406717,8647.742498116077,12913.917729747593,20000.000000000004
Vac_55,55,Vac,2024,5544.985253255835,-1536.483881401272,1414.1282580391894,4364.740397479651,7315.352536920112,20000,5521.017495822283,-1515.313145291559,1428.499559234791,4353.797661972452,7291.34020183503,20000,1442.6231287374903,-3017.737432324656,-1083.2079070593072,732.8020873295577,2542.8763507985936,19999.999999999996,9981.843768267385,-69.55494083849632,4014.4619213927795,8250.895186847258,12529.487311047527,20000.000000000004
Vac_56,56,Vac,2024,5362.524522320196,-1587.5260257578645,1308.3283692746606,4204.182764307186,7100.037159339711,20000,5375.078103330478,-1563.362522706513,1319.6350665549016,4204.563065522416,7108.921289806361,20000,1427.0398590999357,-3059.3699816437324,-1085.7757785723297,721.3529907364294,2529.7033072015734,19999.999999999996,9575.66646960147,-141.38709714490713,3837.8521888341165,7985.237010334372,12097.31526432524,20000.000000000004
Vac_57,57,Vac,2024,5200.650709912117,-1630.3918070684433,1215.8759083401235,4062.1436237486905,6908.411339157257,20000,5184.82399787836,-1606.645655678391,1224.2129027920605,4056.348150461865,6900.568415435817,20000,1428.0599308956532,-3111.5156145874844,-1117.2097583611057,707.6613878622677,2520.4637984841547,19999.999999999996,9335.118048218066,-236.83848022002223,3688.9797431789493,7727.915931083462,11778.969276174801,20000.000000000004
Vac_58,58,Vac,2024,5045.559132286144,-1678.1224183488468,1123.4115610823992,3924.9455405136455,6726.479519944892,20000,5040.404334448836,-1657.0277823419062,1128.016428539301,3931.780848627356,6708.6138509074735,20000,1435.6611252194496,-3065.027759745453,-1120.2740833780224,690.4106574054548,2513.8973484887933,19999.999999999996,9006.470161422974,-312.45800420977025,3530.3183439870713,7445.723004289811,11426.392293781912,20000.000000000004
Vac_59,59,Vac,2024,4908.876478814869,-1719.6296898229782,1042.2478804427917,3804.1254507085614,6566.003020974332,20000,4888.080107858701,-1697.7409604738482,1019.2879198340974,3781.4159986835266,6557.521483997767,20000,1450.107012585055,-3065.4460951840583,-1144.2924431252886,704.3621352169787,2567.415295102556,19999.999999999996,8750.576308365145,-416.74337281679817,3342.086147861851,7216.103384607655,11093.962146471087,20000.000000000004
Vac_60,60,Vac,2024,4790.293011353757,-1755.4776704827284,971.9267802824739,3699.3312310476763,6426.735681812878,20000,4782.745624641346,-1735.0184133139742,952.1133303196004,3676.7292361032823,6408.70328026899,20000,1481.0340526804273,-3073.1758574956198,-1116.403047630697,731.3490505051292,2604.0472107748383,19999.999999999996,8512.267886540794,-500.79553773591266,3192.552655157007,7005.5779993169435,10841.85845617723,20000.000000000004
Vac_61,61,Vac,2024,4685.230310587835,-1788.6061845257263,908.8256884382575,3606.2575614022417,6303.689434366225,20000,4667.444125193875,-1764.6167005341226,913.6172454113432,3594.4777232290025,6306.029434589876,20000,1519.2999030860242,-3052.852451767234,-1116.6291820848298,789.1683418450608,2665.0244073767462,19999.999999999996,8277.442678125844,-611.0555428036746,3034.4028346457294,6777.087115915226,10489.441331384802,20000.000000000004
Vac_62,62,Vac,2024,4595.355721222356,-1821.4794182556534,852.2018898601838,3525.883197976021,6199.564506091858,20000,4593.576681595763,-1790.9706259071297,851.2554485142596,3534.010319698942,6189.594613041363,20000,1616.2577525160962,-3039.564904215877,-1073.4680613573044,865.0784758808852,2668.029982031192,19999.999999999996,8045.388132524853,-634.1294214950099,2914.1241311118793,6581.846791931524,10264.595937635138,20000.000000000004
Vac_63,63,Vac,2024,4522.732979122924,-1848.4980087539648,806.1815695280724,3460.8611478101093,6115.5407260921465,20000,4519.684716756583,-1842.258742384482,795.3236854329518,3441.4532419226252,6109.518011019252,20000,1649.3291687060466,-3043.4958269934077,-1054.1992000208986,889.9361242759238,2791.3672319936645,19999.999999999996,7763.202235902941,-679.8409833484033,2790.7196989347626,6342.8872571390075,9967.647419512074,20000.000000000004
Vac_64,64,Vac,2024,4457.738412816635,-1877.5861093549065,762.1324415499024,3401.8509924547116,6041.56954335952,20000,4444.306647731857,-1875.0162097583368,751.1842578128844,3374.558107055441,6030.794978227283,20000,1697.3597268748074,-3038.3560493059226,-1028.7076547586603,911.4926826249441,2826.249630357424,19999.999999999996,7664.661114094453,-698.055250803595,2676.2356053665526,6198.928422682623,9796.297051857453,20000.000000000004
Vac_65,65,Vac,2024,4408.268686960668,-1904.3320912904537,725.918232980847,3356.168557252148,5986.418881523448,20000,4378.526372035498,-1893.8620681126754,712.4474401903501,3332.386880958694,5936.193783867564,20000,1788.3914688309987,-3084.882779975077,-1001.5939984635258,987.0145221242967,2910.6336922911587,19999.999999999996,7507.942256429968,-713.157963971432,2661.4672205938728,6129.909801223106,9667.568602170371,20000.000000000004
Vac_66,66,Vac,2024,4370.876469879428,-1928.451891241013,696.2682592258377,3320.9884096926885,5945.708560159539,20000,4336.028566450961,-1908.3550985021966,655.2968329751042,3283.2342928244143,5920.367193814614,20000,1850.7775781263476,-3074.360798564873,-963.0444319134253,1076.8928493869478,3001.701913976312,19999.999999999996,7426.126546899198,-767.676100781413,2535.1052562602804,6024.115195782424,9498.885244811576,20000.000000000004
Vac_67,67,Vac,2024,4345.159909934813,-1953.4457467625598,670.9732768613455,3295.392300485251,5919.811324109156,20000,4331.991731400158,-1946.7591434420551,635.4840469355587,3271.4061547970105,5895.484679396459,20000,1926.7404636746726,-3096.2362640096426,-910.6838817870661,1139.3436881459145,3096.253293933098,19999.999999999996,7347.972961446959,-784.9744461073763,2493.688027884833,5949.902560511454,9375.624600227695,20000.000000000004
Vac_68,68,Vac,2024,4337.396634931594,-1975.140505491394,655.0833030181843,3285.3071115277626,5915.53092003734,20000,4304.911652414018,-1951.879023474678,639.0104102059543,3247.4495804974067,5891.492753502589,20000,1990.8524970836088,-3066.978411422172,-832.0926894259305,1191.4586360008227,3191.6678065837364,19999.999999999996,7205.392847914303,-847.3177289838875,2357.9490524898715,5780.45295466548,9271.579048615453,20000.000000000004
Vac_69,69,Vac,2024,4349.507502544429,-1990.7225614890644,651.0399651915578,3292.80249187218,5934.565018552802,20000,4311.46765965693,-1961.2766600410332,624.548712543372,3258.955187555721,5887.979714380079,20000,2065.1047418040953,-3122.099299807834,-868.8365952882776,1224.7069252287624,3302.2045458469174,19999.999999999996,7069.639400591329,-887.0201183420448,2355.5062547675416,5751.23035751607,9103.375135214095,20000.000000000004
Vac_70,70,Vac,2024,4381.2926314705255,-2001.5463469275128,657.9698940716696,3317.486135070852,5977.002376070035,20000,4319.829104433584,-1979.6527112929602,655.4987511682189,3254.2412610510883,5932.0138540849475,20000,2233.135754738247,-3128.881763738085,-793.6259836312934,1377.5648289276094,3466.6173595475207,19999.999999999996,7019.310432846282,-892.099304957022,2296.947390268561,5698.821317999283,9145.089571585822,20000.000000000004
Vac_71,71,Vac,2024,4426.306395970466,-2014.148378123013,669.3744444159365,3352.897266954886,6036.420089493836,20000,4391.19250049778,-1998.684921620384,668.3359705415934,3332.979855315056,6003.504720129118,20000,2368.2050310918407,-3107.869822280185,-750.922920053073,1491.0909425653522,3681.6551657053824,19999.999999999996,6993.6135814457475,-909.4795525178148,2245.0257705959343,5669.162136989971,9122.350199196997,20000.000000000004
Vac_72,72,Vac,2024,4490.0519213865455,-2022.6868654639447,690.9542957237595,3404.5954569114638,6118.236618099168,20000,4456.3172969667885,-2005.3723587861555,697.2438418713364,3380.4228290333067,6053.564200339555,20000,2472.7969939484647,-3116.9429825979946,-687.0005124959864,1584.7912551241493,3857.270942186731,19999.999999999996,7051.80001421583,-931.1118512354126,2336.8648596377875,5738.360831095026,9120.84200171783,20000.000000000004
Vac_73,73,Vac,2024,4577.914685346349,-2023.959335920646,726.8215062739354,3477.6023484685165,6228.383190663098,20000,4560.506290296377,-2001.3311972184842,740.2542816261143,3448.956108064017,6188.550779209795,20000,2552.511195236675,-3168.2272982720356,-674.3512995464719,1623.359160726831,3943.449764516123,19999.999999999996,7056.375284723504,-932.5045029375804,2318.086637993419,5694.277892257727,9175.966162313647,20000.000000000004
Vac_74,74,Vac,2024,4696.621131890043,-2009.4329663432761,784.7562412539404,3578.945448851157,6373.134656448374,20000,4689.193142499941,-1970.339376367786,804.1637046212427,3566.477118117138,6360.831506402269,20000,2714.8797437707444,-3166.4465061769047,-597.2873468471746,1720.1222851564876,4108.741136402684,19999.999999999996,7162.214903533783,-921.2141320635715,2343.385069639693,5737.376371526196,9195.024187859768,20000.000000000004
Vac_75,75,Vac,2024,4851.531634921872,-1985.460734100629,863.286086325413,3712.032906751455,6560.779727177496,20000,4821.767342008323,-1955.4704173152127,870.6190567844357,3706.7113559862937,6506.944494477044,20000,2869.4165064822755,-3198.8125142600857,-520.3457910266808,1901.248275819788,4337.459067566672,19999.999999999996,7270.520687232714,-940.5972469477052,2406.70746017303,5777.762610835993,9350.743369274036,20000.000000000004
Vac_76,76,Vac,2024,5036.791869623767,-1949.7766193179523,961.293584407764,3872.3637881334803,6783.433991859197,20000,4980.960354127068,-1922.4157414858948,952.6688123576826,3837.381282740782,6693.580223590251,20000,3074.0950758995414,-3116.2745493407256,-461.39442578925514,2075.986342429963,4565.535298359828,19999.999999999996,7395.163554193247,-908.3998511329594,2469.492461499879,5985.871315684121,9548.44765704646,20000.000000000004
Vac_77,77,Vac,2024,5237.722046612202,-1914.8716633223846,1065.3757158170263,4045.6230949564374,7025.870474095848,20000,5168.910402450258,-1884.7683666272246,1071.8854827651085,4009.6688614724935,6942.380542508827,20000,3319.8915200618226,-3100.7240358675467,-342.87723384655305,2305.2115870846947,4836.369261344723,19999.999999999996,7603.812784300361,-847.8414627989565,2573.2972132158716,6157.212303481839,9799.2030464886775,20000.000000000004
Vac_78,78,Vac,2024,5483.611706059028,-1857.5206675782697,1201.2844881039375,4260.089643786145,7318.894799468351,20000,5397.772537462825,-1833.0608803597795,1188.2704139115654,4204.708503207543,7234.254782642414,20000,3578.427144266135,-3107.001122341658,-197.54980179355232,2518.254868022045,5114.130438363371,19999.999999999996,7769.037946313494,-753.4286068879088,2698.4275233365747,6298.37431159528,9996.874310080048,20000.000000000004
Vac_79,79,Vac,2024,5770.223884490127,-1789.4321551477865,1360.4245280346772,4510.281211217141,7660.137894399605,20000,5739.110771133672,-1773.6540533766874,1345.1459176249436,4471.058777321628,7599.04641127639,20000,3855.8717918264206,-3050.420225877617,-77.99816282098722,2722.4106374791027,5505.608685537213,19999.999999999996,8098.837850219644,-650.0121876290893,2914.2392900664026,6612.257140261633,10281.740018017805,20000.000000000004
Vac_80,80,Vac,2024,6091.040943182467,-1715.2668643497086,1537.3613887886982,4789.9896419271045,8042.617895065511,20000,6049.699302622261,-1694.6649006140997,1526.5993417191112,4763.973256846308,7975.409206500101,20000,4082.719717065886,-3051.7531956019966,37.46947317165926,2913.925561580654,5805.463001296772,19999.999999999996,8482.206042660859,-555.9391676133065,3147.9839532991655,6929.7479325892355,10805.072167360993,20000.000000000004
Vac_81,81,Vac,2024,6479.848963981032,-1608.1947095000974,1761.8234877837067,5131.841685067511,8501.859882351315,20000,6383.179629893096,-1598.7957870182513,1726.8830147539543,5044.350935555933,8411.38944406447,20000,4426.357757228128,-2956.520829981901,243.31402587460394,3235.7054448480003,6187.348017564588,19999.999999999996,8873.103083054033,-414.16018614916356,3352.258532575096,7329.980747159367,11281.802464374,20000.000000000004
Vac_82,82,Vac,2024,6916.121269941354,-1490.851219854254,2012.0539842272492,5514.959188308752,9017.864392390255,20000,6847.032959420598,-1470.0627966734862,1969.4712533266113,5455.575450853003,8932.034794415264,20000,4720.810051470153,-2843.596126411351,404.84985979176975,3502.3237378823774,6579.996594156556,19999.999999999996,9442.93531378686,-247.53589259700053,3669.37400567282,7780.838979985019,11913.886128422047,20000.000000000004
Vac_83,83,Vac,2024,7390.413891051985,-1367.0100358455602,2281.91660036175,5930.8432365690605,9579.76987277637,20000,7324.149112840365,-1351.222641756877,2252.9337806817825,5863.910302213534,9485.313234153455,20000,5023.709806321136,-2742.348593441994,686.2238633255587,3795.116016100894,6911.5710293921475,19999.999999999996,10124.258701093979,-129.1175901804106,3993.8549873164284,8329.633024682142,12725.727510443976,20000.000000000004
Vac_84,84,Vac,2024,7917.065370447839,-1222.9590182876718,2585.384477018791,6393.727972325254,10202.071467631717,20000,7830.00833299414,-1187.9771614559122,2570.349748340171,6322.371180639644,10098.25922589934,20000,5354.325815391955,-2668.39637883172,891.2441710972347,4036.921376635954,7314.160539133616,19999.999999999996,10630.934957974774,54.38672957994211,4347.203882994605,8837.673253286006,13377.458785753392,20000.000000000004
Vac_85,85,Vac,2024,8526.171731073151,-1046.9192336890744,2941.868668295186,6930.656570279447,10919.444472263707,20000,8475.431521835628,-981.2392808525191,2947.2546736279087,6881.116404478957,10864.601659794142,20000,5980.300620019026,-2524.0876942940536,1287.6614757173368,4566.825440279209,7985.778863457346,19999.999999999996,11378.622113718338,276.2729506275938,4797.802814968282,9501.770660484908,14140.803587881945,20000.000000000004
Vac_86,86,Vac,2024,9192.192002524802,-860.6139590464471,3328.05519160824,7516.724342262927,11705.393492917616,20000,9130.90674096081,-813.984985442951,3338.1883503186937,7456.15983721582,11629.035133669882,20000,6378.1444973896205,-2419.177926043082,1410.5059539788517,5003.380106368722,8515.221333650912,19999.999999999996,12252.113569840587,515.9000475112921,5283.908449327354,10188.270021693748,15250.057044986477,20000.000000000004
Vac_87,87,Vac,2024,9973.589836815465,-634.2430733808063,3785.68730586764,8205.617685116087,12625.548064364533,20000,9873.848013907653,-568.244196396814,3791.7659171407377,8134.279517234426,12470.045331886622,20000,7056.487938726289,-2303.520128666208,1760.7233918905072,5575.5589526559625,9228.140216886526,19999.999999999996,13383.919929435608,820.7066400168209,5862.770530899777,11272.423482774246,16627.469124551717,20000.000000000004
Vac_88,88,Vac,2024,10867.286960798503,-389.81742442387963,4300.642736085446,8991.102896594772,13681.563057104098,20000,10768.65436470367,-331.4691136760334,4312.002630570007,8907.658300029865,13559.080799080039,20000,7631.629925622767,-2229.309804492574,2114.697916712584,6054.021990562036,9931.305097161568,19999.999999999996,14525.873173715016,1152.9944230359022,6668.369300510594,12291.663388452745,17920.278803935158,20000.000000000004
Vac_89,89,Vac,2024,11882.192842332774,-123.24806709399114,4879.018978500494,9881.28602409498,14883.553069689466,20000,11802.454557096764,-44.25898816455923,4876.890151460357,9818.063590955055,14784.389043979934,20000,8217.119474701245,-2120.4850696245476,2377.6087644283575,6555.457365946262,10640.484610931562,19999.999999999996,16195.550203798188,1521.516516325746,7486.958823884043,13655.115349058233,19855.086101363537,20000.000000000004
Vac_90,90,Vac,2024,13146.772549007383,202.8825690501219,5596.17006069898,10989.457552347838,16382.745043996696,20000,13039.99779431941,273.53877737089755,5576.621257606816,10878.739622565681,16248.853814817967,20000,9057.27642135953,-1904.9193978452295,2842.556195632538,7299.788477353657,11756.992398791299,19999.999999999996,17576.75626046762,1996.0163272425718,8343.321331691923,14945.961484279902,21642.82598208945,20000.000000000004
Vac_91,91,Vac,2024,14559.024038210291,550.1839943163344,6387.2006792721495,12224.217364227965,18061.23404918378,20000,14484.96969309863,643.3368629719473,6399.231078646362,12171.571276443308,17974.760225630154,20000,10300.343758321895,-1819.0231619594663,3439.6018846908682,8417.002734770813,13114.728743556214,19999.999999999996,19731.06675161683,2544.681084020425,9556.558652541506,16822.17122572792,24176.03579703966,20000.000000000004
Vac_92,92,Vac,2024,16208.388586528252,977.9715650067876,7323.978657307398,13669.985749608008,20015.992841908617,20000,16165.183600392491,1034.3450970092354,7291.670922442849,13598.904800499495,19956.291342263532,20000,11250.017123889054,-1559.7062433042852,4054.756705422287,9196.749220947258,14295.671208271824,19999.999999999996,22138.939196339856,3160.315878613088,10971.454404146412,18958.05729825428,26986.473388349204,20000.000000000004
Vac_93,93,Vac,2024,18057.423125704143,1459.5666576036879,8375.340185978877,15291.113714354065,22206.887242729255,20000,17912.575416916927,1526.1449093900712,8320.31202945271,15185.158101962377,22029.29293794655,20000,12525.522624869767,-1192.591433359536,4527.1355592998525,10196.660877277025,15807.83383792285,19999.999999999996,24844.055659102083,3869.8574234647585,12522.37424474474,21341.071190081777,30158.55227222128,20000.000000000004
Vac_94,94,Vac,2024,20235.121144426503,2032.8460042162844,9617.127312637209,17201.408621058134,24785.68992947906,20000,20079.68580159574,2071.0152372505772,9546.014264296282,17047.71782495186,24576.728182238156,20000,14037.436455608005,-794.0704040484495,5521.475406020377,11637.139123504036,17609.072140345874,19999.999999999996,27604.131259181435,4684.939302701962,13934.4676886118,23653.048633438037,33557.629918412866,20000.000000000004
Vac_95,95,Vac,2024,22876.50476909355,2733.8198649213264,11126.605241659752,19519.39061839818,27912.175995136608,20000,22514.96347706106,2799.8044689280628,10968.063011544833,19243.050944434166,27478.56119468897,20000,15702.531908394105,-527.2360749756167,6548.0273435262225,13101.75415747414,19640.71020221044,19999.999999999996,31915.821793497144,5715.132426589875,16621.535694749833,27713.957966623253,38359.95031035237,20000.000000000004
Vac_96,96,Vac,2024,26369.38523141319,3691.94905536714,13140.880795386327,22589.812535405516,32038.744275424702,20000,25760.978889815306,3632.929072175551,12942.360357901023,22047.708981991957,31474.045526675065,20000,17851.622364079216,226.4205435652814,7857.786200130362,14950.045829518343,22424.08807885372,19999.999999999996,36721.14609353144,7215.8010185308385,19436.613316996798,31806.447217401626,44086.39375098683,20000.000000000004
Vac_97,97,Vac,2024,31048.241214289435,4971.792360336516,15836.979382816899,26702.16640529728,37567.35342777766,20000,30754.08849868088,4929.551920692198,15794.363251043076,26465.35580185509,37241.744086286315,20000,20987.028156549903,867.5828589992035,9389.0943654206,17659.857429085772,25980.83546262761,19999.999999999996,44480.28218828096,9069.895863407643,23883.570559263324,38604.12699163483,53259.84373986801,20000.000000000004
Vac_98,98,Vac,2024,38478.020376812514,7057.321564495805,20149.2794029611,33241.237241426395,46333.19507989169,20000,37862.31437208661,6952.157451113077,19771.2022228365,32644.560965056808,45696.905008690344,20000,25495.32527172976,2186.8616272878917,12213.977416634885,21716.554119855093,31241.87577505701,19999.999999999996,54686.57185978175,12221.547197802562,29846.332471569636,47640.711653556114,65559.47000291519,20000.000000000004
Vac_99,99,Vac,2024,52425.44914699888,11069.579311866275,28301.191743171526,45532.804174476776,62764.41660578203,20000,51419.72577141346,10929.761268993661,27756.75802977261,44644.205728203626,61558.50282634282,20000,34296.73502032238,4773.807146731683,17150.8136281271,29513.071374619478,41427.47139095772,19999.999999999996,75469.30177383617,18264.86941223998,42105.68664321493,66103.09925471443,89871.15077348269,20000.000000000004
