Scenario,Age0,Arm,Index,M,L,U
Vac_60,60,Vac,N0,1,1,1
Vac_60,60,Vac,AvtHZ,0.5258091899537978,0.352574436518427,0.8474370805137066
Vac_60,60,Vac,AvtDeath,0.3662527422843873,0.10937912457010783,0.9712752577815355
Vac_60,60,Vac,dQ_HZ_d,0.007616746521638012,0.005434350171081946,0.012060835005327243
Vac_60,60,Vac,dQ_Life_d,8.348098797039682e-5,4.01891134244714e-5,2.030287645641948e-4
Vac_60,60,Vac,dQ_All_d,0.0076997776243832305,0.00549301045986259,0.012248593268224405
Vac_60,60,Vac,dC_Vac_d,170,170,170
Vac_60,60,Vac,dC_VacRZV_d,170,170,170
Vac_60,60,Vac,dC_Med_d,-11.91625769554193,-20.60508595114076,-7.8615442947087395
Vac_60,60,Vac,dC_All_d,182.0073815626056,173.72698319336587,186.31805262820222
Vac_60,60,Vac,dN_VacRZV_d,2,2,2
Vac_60,60,Vac,Thres20,82.4696724190122,59.02235067573939,132.81657848306605
Vac_60,60,Vac,Thres30,120.96856054092834,86.59124882664707,194.0595448241881
Vac_60,60,Vac,ICER,23580.20490094836,14159.829684806522,33851.44811886084
Vac_60,60,Vac1,N0,1,1,1
Vac_60,60,Vac1,AvtHZ,0.7006406051716139,0.4901541647459269,0.9400527667348557
Vac_60,60,Vac1,AvtDeath,0.6165098754305025,0.20356605751927348,0.9954573575153483
Vac_60,60,Vac1,dQ_HZ_d,0.009863019491474834,0.007210455942317317,0.013270450388487152
Vac_60,60,Vac1,dQ_Life_d,1.2800123545364528e-4,6.362547551264086e-5,2.2780404001219166e-4
Vac_60,60,Vac1,dQ_All_d,0.010008479403035508,0.007300011083102476,0.013486949469467244
Vac_60,60,Vac1,dC_Vac_d,85,85,85
Vac_60,60,Vac1,dC_VacRZV_d,85,85,85
Vac_60,60,Vac1,dC_Med_d,-15.828806155522907,-22.742685484174746,-10.922656787529768
Vac_60,60,Vac1,dC_All_d,92.80462462418345,86.4696521008832,97.94136528510825
Vac_60,60,Vac1,dN_VacRZV_d,1,1,1
Vac_60,60,Vac1,Thres20,216.89681899521966,157.6050973235138,292.6618109343069
Vac_60,60,Vac1,Thres30,316.8016442520288,230.60520815453856,427.53130562897934
Vac_60,60,Vac1,ICER,9253.863787112094,6430.162530924856,13365.748823651285
Vac_61,61,Vac,N0,1,1,1
Vac_61,61,Vac,AvtHZ,0.54019243131198,0.36774212664231476,0.8483301514336439
Vac_61,61,Vac,AvtDeath,0.3984083977421793,0.12701352913304137,0.9720064124426253
