Scenario,Age0,Arm,Index,A,M,L,U
Vac_60,60,SOC,N0,1,1,1,1
Vac_60,60,SOC,Year0,2024,2024,2024,2024
Vac_60,60,SOC,Year_Life,24.893276681574093,24.89329149080409,24.893152324160795,24.89334775264118
Vac_60,60,SOC,Year_Immunised,0,0,0,0
Vac_60,60,SOC,Risk_HZ,0.19712184576735026,0.19695536806407132,0.19478004110090602,0.19947821079770994
Vac_60,60,SOC,Risk_Hosp,0.006285998159111306,0.00621132460711114,0.005846980691780732,0.007068817251372133
Vac_60,60,SOC,Risk_PHN,0.01391147224255743,0.013845173928260287,0.013331396352356707,0.014531639782778733
Vac_60,60,SOC,Risk_Death,1.0963277933858135e-6,1.0592948856322937e-6,1.016404689863971e-6,1.2951461670145243e-6
Vac_60,60,SOC,Q_Life,19.20520262780747,19.205211625596533,19.20511732109516,19.205252793518177
Vac_60,60,SOC,Q_HZ,-0.03129244062319952,-0.031860343082180484,-0.040902820108478566,-0.019872511642950848
Vac_60,60,SOC,Q_HZ_Norm,-0.012127544522354037,-0.011448284804066688,-0.021590179223682164,-0.00301772961018984
Vac_60,60,SOC,Q_All,19.156009823750015,19.15546848445554,19.146404175775608,19.167346494215245
Vac_60,60,SOC,Q_HZ_d,-0.019261831752031618,-0.019406605892772662,-0.02523747642394608,-0.012285189225530957
Vac_60,60,SOC,Q_HZ_Norm_d,-0.00785361501078654,-0.007472660183522491,-0.01382146460159914,-0.0019671040692608487
Vac_60,60,SOC,Q_Life_d,12.686508224310076,12.686511816635315,12.686470782807824,12.68652981181783
Vac_60,60,SOC,Q_All_d,12.667246392558045,12.667111593967537,12.661273532262378,12.674185593582292
Vac_60,60,SOC,C_Hosp,26.129883379653524,25.86284500106436,24.20319758648437,29.52384735590457
Vac_60,60,SOC,C_GP_NonPHN,18.15375584619731,18.170110368783043,17.882273576527496,18.394447224720487
Vac_60,60,SOC,C_GP_PHN,6.228922788493422,6.193608567382887,5.970641616724251,6.581976745158332
Vac_60,60,SOC,C_GP,24.38267863469073,24.396499679285903,23.946988247511026,24.82273629166722
Vac_60,60,SOC,C_Med,50.512562014344255,50.12730381309186,48.91979727246167,53.770723589592215
Vac_60,60,SOC,C_VacZVL,0,0,0,0
Vac_60,60,SOC,C_VacRZV,0,0,0,0
Vac_60,60,SOC,C_Vac,0,0,0,0
Vac_60,60,SOC,C_All,50.512562014344255,50.12730381309186,48.91979727246167,53.770723589592215
Vac_60,60,SOC,C_Hosp_d,12.22613479719446,12.060781175114075,11.392217723402148,13.682677517616147
Vac_60,60,SOC,C_GP_NonPHN_d,11.485560854678594,11.514163882483597,11.271613706375426,11.634208261288618
Vac_60,60,SOC,C_GP_PHN_d,3.600884992645869,3.587733031427789,3.4566061722796113,3.7811727608827006
Vac_60,60,SOC,C_GP_d,15.086445847324462,15.134771696937442,14.787696256062862,15.33903594086433
Vac_60,60,SOC,C_Med_d,27.312580644518924,26.896167943102597,26.703213172902444,28.707153944591887
Vac_60,60,SOC,C_VacZVL_d,0,0,0,0
Vac_60,60,SOC,C_VacRZV_d,0,0,0,0
Vac_60,60,SOC,C_Vac_d,0,0,0,0
Vac_60,60,SOC,C_All_d,27.312580644518924,26.896167943102597,26.703213172902444,28.707153944591887
Vac_60,60,SOC,N_VacZVL,0,0,0,0
Vac_60,60,SOC,N_VacRZV,0,0,0,0
Vac_60,60,SOC,N_VacZVL_d,0,0,0,0
Vac_60,60,SOC,N_VacRZV_d,0,0,0,0
Vac_60,60,Vac_1d,N0,1,1,1,1
Vac_60,60,Vac_1d,Year0,2024,2024,2024,2024
Vac_60,60,Vac_1d,Year_Life,24.893448520473104,24.893452681222275,24.893298813090944,24.893598245830216
Vac_60,60,Vac_1d,Year_Immunised,11.084937816961318,10.677398984189667,9.641450833103427,13.820081255755763
Vac_60,60,Vac_1d,Risk_HZ,0.11925060145539326,0.12397809773066917,0.0934374168200259,0.13196381506193033
Vac_60,60,Vac_1d,Risk_Hosp,0.005052290852510436,0.005054487691633839,0.003782290558066001,0.006059210543713915
Vac_60,60,Vac_1d,Risk_PHN,0.009544337568414728,0.009695763240116062,0.0071064630224075016,0.010837214726995982
Vac_60,60,Vac_1d,Risk_Death,8.680292492735679e-7,8.99781476415862e-7,5.424601368300534e-7,1.121117254252243e-6
Vac_60,60,Vac_1d,Q_Life,19.20532581919103,19.20532883353065,19.20522319933501,19.205429286085483
Vac_60,60,Vac_1d,Q_HZ,-0.01919062445785319,-0.019648783604984163,-0.025792062490941202,-0.012394955708316759
Vac_60,60,Vac_1d,Q_HZ_Norm,-0.006761647860614127,-0.006596889777922298,-0.01126828201208216,-0.0017879040169575101
Vac_60,60,Vac_1d,Q_All,19.168234188456303,19.167763755936875,19.16163447319051,19.174996110919402
Vac_60,60,Vac_1d,Q_HZ_d,-0.010161923719681581,-0.010489526240268495,-0.013506387395476487,-0.006522275779561933
Vac_60,60,Vac_1d,Q_HZ_Norm_d,-0.0037455639638918855,-0.003630164362649157,-0.0061847139062783125,-9.873275889303583e-4
Vac_60,60,Vac_1d,Q_Life_d,12.686565760249634,12.686567260138357,12.686527826794409,12.686604926887586
Vac_60,60,Vac_1d,Q_All_d,12.676403836529952,12.67609058389662,12.673060624915468,12.68002887092714
Vac_60,60,Vac_1d,C_Hosp,21.54535874823291,21.616861869707787,16.02088309191064,25.919079498215652
Vac_60,60,Vac_1d,C_GP_NonPHN,10.746254698145359,11.135933247150714,8.491774257458513,11.930290236949178
Vac_60,60,Vac_1d,C_GP_PHN,4.233511360656513,4.325064800393112,3.177430660109349,4.912239829444445
Vac_60,60,Vac_1d,C_GP,14.979766058801872,15.439451389408008,11.669204917567862,16.79255299584372
Vac_60,60,Vac_1d,C_Med,36.52512480703478,37.247535707849806,27.6900880094785,41.84682953705933
Vac_60,60,Vac_1d,C_VacZVL,0,0,0,0
Vac_60,60,Vac_1d,C_VacRZV,85,85,85,85
Vac_60,60,Vac_1d,C_Vac,85,85,85,85
Vac_60,60,Vac_1d,C_All,121.52512480703479,122.2475357078498,112.6900880094785,126.84682953705934
Vac_60,60,Vac_1d,C_Hosp_d,9.400940840591792,9.364173780992456,7.039591818350781,11.261121743192332
Vac_60,60,Vac_1d,C_GP_NonPHN_d,5.815573848341467,5.945248034360011,4.701798662497538,6.540916527760279
Vac_60,60,Vac_1d,C_GP_PHN_d,2.173432274986227,2.195698049145229,1.6495313088473125,2.53386136087771
Vac_60,60,Vac_1d,C_GP_d,7.989006123327694,8.140498860755251,6.35132997134485,9.045919047305855
Vac_60,60,Vac_1d,C_Med_d,17.38994696391949,17.752731454587696,13.39092178969563,19.904952378230718
Vac_60,60,Vac_1d,C_VacZVL_d,0,0,0,0
Vac_60,60,Vac_1d,C_VacRZV_d,85,85,85,85
Vac_60,60,Vac_1d,C_Vac_d,85,85,85,85
Vac_60,60,Vac_1d,C_All_d,102.38994696391948,102.7527314545877,98.39092178969562,104.90495237823072
Vac_60,60,Vac_1d,N_VacZVL,0,0,0,0
Vac_60,60,Vac_1d,N_VacRZV,1,1,1,1
Vac_60,60,Vac_1d,N_VacZVL_d,0,0,0,0
Vac_60,60,Vac_1d,N_VacRZV_d,1,1,1,1
Vac_60,60,Vac_2d,N0,1,1,1,1
Vac_60,60,Vac_2d,Year0,2024,2024,2024,2024
Vac_60,60,Vac_2d,Year_Life,24.89350928521948,24.893493248365903,24.8933544584363,24.893705260731036
Vac_60,60,Vac_2d,Year_Immunised,13.235321201174834,12.59515800484738,11.643750183733621,16.631884822452683
Vac_60,60,Vac_2d,Risk_HZ,0.1021409847847772,0.1088357626571616,0.07050516536302591,0.11568096436696124
Vac_60,60,Vac_2d,Risk_Hosp,0.0046260641372480905,0.0046930310302323265,0.003033503117201384,0.005712854320532058
Vac_60,60,Vac_2d,Risk_PHN,0.008357836042176702,0.0086878488237821,0.005458734146182535,0.009778132366896914
Vac_60,60,Vac_2d,Risk_Death,7.781214591840852e-7,8.427986245898908e-7,3.7581783715705275e-7,1.039338724474512e-6
Vac_60,60,Vac_2d,Q_Life,19.205368641813997,19.205357697841983,19.205262730708018,19.205503440457502
Vac_60,60,Vac_2d,Q_HZ,-0.01646307639689458,-0.017108279907158904,-0.02288258013065817,-0.010566393949386733
Vac_60,60,Vac_2d,Q_HZ_Norm,-0.0056545800852664,-0.005646818618249087,-0.009540503711679551,-0.0015312030423918553
Vac_60,60,Vac_2d,Q_All,19.171004229505108,19.170342288486044,19.164573166571305,19.17687241178034
Vac_60,60,Vac_2d,Q_HZ_d,-0.008434673765295869,-0.008719183313783704,-0.011600310239637215,-0.005379955468138928
Vac_60,60,Vac_2d,Q_HZ_Norm_d,-0.003026822755327611,-0.0030068611380868753,-0.005055622701362467,-8.206114416309273e-4
Vac_60,60,Vac_2d,Q_Life_d,12.686583763005252,12.686579928573922,12.686545058321588,12.68663376748667
Vac_60,60,Vac_2d,Q_All_d,12.678149089239957,12.677858257212858,12.674979602003065,12.681191694670872
